oid,pelanggan,resto,menu,harga,prioritas,t_masuk_detik,t_selesai_detik,status
O-098492,Hendra Suartini,warung-bu-ida,nasi-goreng,15000,3,61370,,CANCEL
O-098493,"Viman Firmansyah, S.Pd",bakso-pak-yon,es-teh,5000,3,78256,79146,DONE
O-098494,Bagas Mahendra,kafe-teknik,nasi-campur,20000,3,45915,48040,DONE
O-098495,Darmanto Nugroho,warung-bu-ida,nasi-goreng,15000,2,73248,74123,DONE
O-098496,"Rafi Sirait, M.Kom.",kedai-kopi,air-mineral,4000,2,40247,,ANTRE
O-098497,Gading Rahayu,warung-bu-ida,kopi-susu,18000,2,73820,75825,DONE
O-098498,Lanang Pradana,kedai-kopi,air-mineral,4000,2,72461,73221,DONE
O-098499,Gantar Thamrin,kafe-teknik,bakso,16000,3,45395,47680,DONE
O-098500,Vanesa Prastuti,kedai-kopi,bubur-ayam,11000,2,70164,72509,DONE
O-098501,"Kuncara Prayoga, M.M.",kantin-asrama,es-teh,5000,3,44642,45477,DONE
O-098502,Harto Mandasari,kafe-teknik,nasi-campur,20000,1,38384,40154,DONE
O-098503,Winda Irawan,bakso-pak-yon,nasi-padang,25000,2,63598,65423,DONE
O-098504,Padma Laksmiwati,bakso-pak-yon,nasi-campur,20000,3,75646,,CANCEL
O-098505,Malik Palastri,kantin-asrama,mie-ayam,13000,2,48393,48603,DONE
O-098506,"R. Cawuk Pratiwi, S.T.",kafe-teknik,nasi-campur,20000,2,38112,40402,DONE
O-098507,"Puti Uchita Rahimah, S.E.",kantin-pusat,sate-ayam,24000,2,60625,62970,DONE
O-098508,KH. Prakosa Prakasa,warung-bu-ida,soto-ayam,14000,3,70205,71685,DONE
O-098509,Aurora Siregar,kantin-pusat,gorengan,6000,2,68391,69426,DONE
O-098510,Hartaka Simanjuntak,warung-bu-ida,mie-goreng,13000,2,60443,61538,DONE
O-098511,Raden Sitorus,warung-bu-ida,air-mineral,4000,2,44873,46823,DONE
O-098512,"Maya Nababan, M.Kom.",kantin-asrama,iga-penyet,27000,2,34775,36055,DONE
O-098513,Atma Anggriawan,kantin-asrama,kentang-goreng,14000,2,49103,50598,DONE
O-098514,Paramita Aryani,bakso-pak-yon,nasi-goreng,15000,2,47327,47892,DONE
O-098515,Bakidin Hutapea,kedai-kopi,air-mineral,4000,3,61778,62358,DONE
O-098516,Daniswara Narpati,kantin-asrama,bakso,16000,3,48443,50233,DONE
O-098517,"Puti Rina Prabowo, S.H.",kedai-kopi,teh-tarik,9000,2,59301,60461,DONE
O-098518,Tgk. Hari Gunarto,kedai-kopi,ayam-geprek,19000,2,52223,54503,DONE
O-098519,Gandewa Pradipta,kedai-kopi,nasi-padang,25000,2,69536,70761,DONE
O-098520,"Drs. Setya Hartati, M.Kom.",kafe-teknik,gorengan,6000,2,62308,64048,DONE
O-098521,Dewi Yuliarti,kantin-pusat,kentang-goreng,14000,2,24854,,CANCEL
O-098522,Kajen Permadi,kafe-teknik,nasi-campur,20000,2,23112,23747,DONE
O-098523,Ivan Hasanah,kantin-asrama,gorengan,6000,2,65539,66334,DONE
O-098524,Mustika Utami,kantin-asrama,nasi-goreng,15000,1,62190,,ANTRE
O-098525,Jati Hidayat,bakso-pak-yon,nasi-campur,20000,3,44727,47127,DONE
O-098526,Vega Lailasari,kantin-pusat,gado-gado,15000,3,43206,,ANTRE
O-098527,Lasmono Putra,bakso-pak-yon,bubur-ayam,11000,2,52656,54526,DONE
O-098528,Umi Astuti,warung-bu-ida,pecel-lele,18000,2,31144,32999,DONE
O-098529,Rangga Puspasari,kantin-asrama,gorengan,6000,2,62373,,CANCEL
O-098530,Damu Pratiwi,warung-bu-ida,gorengan,6000,3,47481,48856,DONE
O-098531,Dwi Nasyidah,kedai-kopi,mie-ayam,13000,2,24738,25043,DONE
O-098532,"Malika Handayani, S.E.",kantin-pusat,gorengan,6000,2,65040,65575,DONE
O-098533,Puspa Mansur,bakso-pak-yon,nasi-campur,20000,2,46729,48904,DONE
O-098534,Cawisadi Hutasoit,kantin-pusat,mie-goreng,13000,2,50117,51897,DONE
O-098535,"Cemplunk Mansur, S.Farm",kedai-kopi,bubur-ayam,11000,2,50761,51656,DONE
O-098536,KH. Cayadi Rajasa,kantin-asrama,pecel-lele,18000,3,77834,,CANCEL
O-098537,Ellis Uwais,bakso-pak-yon,ayam-geprek,19000,2,65687,66672,DONE
O-098538,Alika Simbolon,kedai-kopi,es-campur,12000,3,60003,62133,DONE
O-098539,"Dina Nuraini, S.Psi",kedai-kopi,burger-kampus,21000,3,40513,40763,DONE
O-098540,Genta Manullang,kantin-asrama,nasi-padang,25000,2,48723,49543,DONE
O-098541,Enteng Hastuti,kantin-asrama,air-mineral,4000,2,64697,66412,DONE
O-098542,Dimaz Widiastuti,kantin-pusat,ayam-geprek,19000,3,33197,34352,DONE
O-098543,"Jamalia Padmasari, M.Farm",kantin-pusat,mie-goreng,13000,2,41134,41544,DONE
O-098544,Ratih Iswahyudi,bakso-pak-yon,ayam-geprek,19000,2,58731,59871,DONE
O-098545,Jatmiko Sihotang,kantin-asrama,nasi-padang,25000,3,48862,,ANTRE
O-098546,KH. Koko Nababan,bakso-pak-yon,teh-tarik,9000,2,70920,72060,DONE
O-098547,H. Tugiman Anggraini,kafe-teknik,teh-tarik,9000,2,31445,32055,DONE
O-098548,Dalima Wibisono,kantin-pusat,teh-tarik,9000,3,44368,45953,DONE
O-098549,Gantar Thamrin,kantin-pusat,mie-ayam,13000,2,56444,58549,DONE
O-098550,"Ir. Mustofa Purwanti, S.Kom",kantin-pusat,mie-ayam,13000,2,70005,71480,DONE
O-098551,Damu Pratiwi,warung-bu-ida,nasi-goreng,15000,2,52141,52776,DONE
O-098552,"R. Eja Hutapea, S.Gz",kantin-asrama,soto-ayam,14000,3,36494,38834,DONE
O-098553,"Gasti Mulyani, S.IP",kedai-kopi,kopi-susu,18000,2,49422,,ANTRE
O-098554,R.A. Puji Lailasari,warung-bu-ida,burger-kampus,21000,2,23290,24445,DONE
O-098555,"Dt. Balamantri Wahyudin, S.Pd",bakso-pak-yon,iga-penyet,27000,2,69008,71103,DONE
O-098556,Prabawa Ramadan,bakso-pak-yon,mie-goreng,13000,3,39282,,CANCEL
O-098557,"Kasiran Salahudin, M.Kom.",warung-bu-ida,roti-bakar,12000,3,63441,65036,DONE
O-098558,Asmuni Wahyuni,bakso-pak-yon,juice-alpukat,17000,2,47214,,CANCEL
O-098559,Maimunah Rajasa,kafe-teknik,es-campur,12000,2,75340,76185,DONE
O-098560,Sarah Wacana,warung-bu-ida,gado-gado,15000,2,38312,40642,DONE
O-098561,Talia Jailani,kantin-pusat,iga-penyet,27000,1,53803,54253,DONE
O-098562,Malika Anggraini,warung-bu-ida,kopi-susu,18000,2,57614,59964,DONE
O-098563,"Puti Dalima Laksita, M.M.",warung-bu-ida,kopi-susu,18000,2,42694,44719,DONE
O-098564,Nabila Manullang,kafe-teknik,gado-gado,15000,2,46291,47126,DONE
O-098565,"R.A. Sadina Yulianti, M.Kom.",kantin-asrama,bakso,16000,3,63803,65778,DONE
O-098566,"Dian Samosir, S.Kom",kantin-asrama,es-campur,12000,2,59220,60840,DONE
O-098567,Drs. Maryanto Widodo,kafe-teknik,juice-alpukat,17000,1,71362,72727,DONE
O-098568,"Karna Uwais, S.Kom",warung-bu-ida,iga-penyet,27000,1,73063,74613,DONE
O-098569,R.M. Asirwada Hidayat,warung-bu-ida,kentang-goreng,14000,3,79001,80446,DONE
O-098570,Sidiq Waluyo,warung-bu-ida,iga-penyet,27000,2,46098,47008,DONE
O-098571,"Cut Zulaikha Utami, M.Ak",kafe-teknik,mie-goreng,13000,3,48385,49105,DONE
O-098572,"KH. Tedi Mandala, S.E.",kantin-asrama,gorengan,6000,3,51760,54155,DONE
O-098573,"Ir. Diana Anggraini, S.Gz",kafe-teknik,sate-ayam,24000,2,64936,67321,DONE
O-098574,Satya Marpaung,bakso-pak-yon,nasi-padang,25000,3,69917,70692,DONE
O-098575,"Tgk. Umi Simbolon, M.Farm",warung-bu-ida,roti-bakar,12000,2,59702,,ANTRE
O-098576,Novi Natsir,kantin-asrama,bubur-ayam,11000,3,56690,57205,DONE
O-098577,Titi Firgantoro,kantin-asrama,roti-bakar,12000,2,31701,31921,DONE
O-098578,"Salimah Megantara, S.I.Kom",warung-bu-ida,juice-alpukat,17000,2,45150,,CANCEL
O-098579,"Dt. Naradi Saragih, S.Sos",kafe-teknik,mie-ayam,13000,2,44258,46483,DONE
O-098580,"Cut Indah Salahudin, S.E.",kafe-teknik,nasi-campur,20000,2,69874,71814,DONE
O-098581,"Maida Habibi, S.H.",kantin-asrama,burger-kampus,21000,3,63742,64852,DONE
O-098582,Najwa Hutapea,kedai-kopi,air-mineral,4000,1,50287,,ANTRE
O-098583,Murti Sitompul,bakso-pak-yon,sate-ayam,24000,3,36307,37167,DONE
O-098584,"Darmanto Kurniawan, S.E.",warung-bu-ida,es-campur,12000,3,46965,48680,DONE
O-098585,"Balangga Megantara, M.Farm",kantin-pusat,air-mineral,4000,2,63810,64575,DONE
O-098586,Vanesa Prastuti,kafe-teknik,bakso,16000,2,33161,35486,DONE
O-098587,"Drs. Eluh Adriansyah, S.Psi",warung-bu-ida,kentang-goreng,14000,2,45250,46715,DONE
O-098588,"Luwar Zulaika, S.I.Kom",kafe-teknik,sate-ayam,24000,2,41085,42010,DONE
O-098589,"Victoria Ramadan, S.Kom",bakso-pak-yon,sate-ayam,24000,2,57664,58634,DONE
O-098590,"Olivia Sitompul, S.Ked",warung-bu-ida,air-mineral,4000,2,49565,,ANTRE
O-098591,Salwa Padmasari,kantin-pusat,air-mineral,4000,2,27781,,ANTRE
O-098592,Pia Rajata,kafe-teknik,nasi-padang,25000,1,33012,34227,DONE
O-098593,Nilam Purwanti,warung-bu-ida,roti-bakar,12000,2,71051,72116,DONE
O-098594,"Kani Mahendra, M.M.",kantin-asrama,ayam-bakar,22000,1,66057,66242,DONE
O-098595,Rosman Sitompul,kantin-asrama,es-campur,12000,2,63899,,CANCEL
O-098596,"Ir. Tantri Manullang, S.E.",warung-bu-ida,es-campur,12000,2,43761,44441,DONE
O-098597,Faizah Mandasari,kafe-teknik,mie-ayam,13000,2,51466,52586,DONE
O-098598,Ir. Karna Situmorang,kantin-pusat,pecel-lele,18000,2,44714,44999,DONE
O-098599,Uchita Ramadan,kantin-asrama,nasi-goreng,15000,2,67414,,CANCEL
O-098600,Drs. Lulut Maheswara,kedai-kopi,air-mineral,4000,1,61011,62891,DONE
O-098601,Emong Saptono,kantin-pusat,burger-kampus,21000,2,67043,68768,DONE
O-098602,"Nabila Farida, M.M.",kantin-pusat,roti-bakar,12000,2,41735,43585,DONE
O-098603,Wira Laksita,kafe-teknik,sate-ayam,24000,2,40917,43177,DONE
O-098604,Tgk. Chandra Rahmawati,kafe-teknik,kopi-susu,18000,3,23542,24787,DONE
O-098605,Ganep Situmorang,kantin-asrama,soto-ayam,14000,2,47524,49114,DONE
O-098606,"R. Ayu Sihombing, S.I.Kom",warung-bu-ida,nasi-campur,20000,2,43744,45614,DONE
O-098607,Jaiman Saefullah,kafe-teknik,teh-tarik,9000,1,22621,23031,DONE
O-098608,H. Tugiman Anggraini,warung-bu-ida,bubur-ayam,11000,3,67479,68924,DONE
O-098609,"Gilang Siregar, S.Ked",kantin-asrama,sate-ayam,24000,2,50373,51883,DONE
O-098610,Intan Widiastuti,kantin-asrama,bakso,16000,2,61330,63275,DONE
O-098611,"R.M. Gamblang Novitasari, M.Farm",bakso-pak-yon,es-campur,12000,3,24647,,ANTRE
O-098612,Mahfud Wacana,warung-bu-ida,es-teh,5000,3,67881,69311,DONE
O-098613,T. Bakiono Jailani,kedai-kopi,kopi-susu,18000,2,32535,,CANCEL
O-098614,Bakiono Thamrin,kedai-kopi,kopi-susu,18000,2,75233,76523,DONE
O-098615,Dina Firgantoro,kedai-kopi,ayam-bakar,22000,1,75267,77617,DONE
O-098616,Dalima Wacana,bakso-pak-yon,roti-bakar,12000,3,78768,79853,DONE
O-098617,"drg. Restu Permata, S.E.",bakso-pak-yon,juice-alpukat,17000,3,67415,67945,DONE
O-098618,Galih Pangestu,kantin-asrama,bakso,16000,2,30666,31416,DONE
O-098619,"Rafi Sirait, M.Kom.",kantin-asrama,nasi-goreng,15000,2,49288,49818,DONE
O-098620,Irma Wacana,kedai-kopi,mie-goreng,13000,2,75083,75268,DONE
O-098621,"Budi Nasyiah, S.H.",kantin-pusat,kentang-goreng,14000,2,52875,54860,DONE
O-098622,KH. Prakosa Prakasa,kantin-pusat,pecel-lele,18000,3,47105,49120,DONE
O-098623,Salsabila Suryono,kantin-asrama,es-campur,12000,2,50830,52605,DONE
O-098624,Jaka Zulaika,warung-bu-ida,ayam-bakar,22000,3,38463,,ANTRE
O-098625,"R.M. Caturangga Budiman, M.Kom.",kafe-teknik,iga-penyet,27000,2,41663,42618,DONE
O-098626,"Padma Saragih, S.Farm",kantin-asrama,iga-penyet,27000,3,68609,70244,DONE
O-098627,Lili Gunawan,kantin-asrama,air-mineral,4000,2,63979,65624,DONE
O-098628,Cemplunk Utami,bakso-pak-yon,teh-tarik,9000,2,42142,43682,DONE
O-098629,Hardi Pradipta,bakso-pak-yon,nasi-padang,25000,2,73084,74609,DONE
O-098630,R.A. Malika Safitri,kedai-kopi,bubur-ayam,11000,3,45067,47312,DONE
O-098631,Vera Pranowo,kedai-kopi,iga-penyet,27000,3,33083,35058,DONE
O-098632,Reksa Salahudin,kedai-kopi,es-campur,12000,2,28768,29063,DONE
O-098633,Ir. Michelle Astuti,kafe-teknik,iga-penyet,27000,2,50901,51626,DONE
O-098634,Among Sihombing,kantin-asrama,gorengan,6000,2,23278,24248,DONE
O-098635,"Ratna Wacana, S.E.",kafe-teknik,ayam-geprek,19000,3,39757,,ANTRE
O-098636,Limar Dongoran,bakso-pak-yon,es-campur,12000,1,48995,51390,DONE
O-098637,Galih Kurniawan,kantin-asrama,teh-tarik,9000,2,43355,44580,DONE
O-098638,"Dr. Raden Saefullah, S.IP",bakso-pak-yon,juice-alpukat,17000,3,43260,44875,DONE
O-098639,Novi Nuraini,bakso-pak-yon,air-mineral,4000,2,66182,,ANTRE
O-098640,Rendy Sinaga,kafe-teknik,mie-goreng,13000,2,54550,56305,DONE
O-098641,Puti Maimunah Narpati,kantin-asrama,nasi-goreng,15000,2,72383,74068,DONE
O-098642,"Pardi Gunawan, S.Farm",kedai-kopi,teh-tarik,9000,3,65272,66282,DONE
O-098643,dr. Tania Suwarno,kantin-pusat,ayam-bakar,22000,2,43825,45540,DONE
O-098644,Cut Rachel Siregar,warung-bu-ida,es-campur,12000,1,68380,69240,DONE
O-098645,"Tgk. Yani Firgantoro, M.M.",warung-bu-ida,soto-ayam,14000,2,58445,59080,DONE
O-098646,"Laila Iswahyudi, S.Kom",kantin-pusat,kentang-goreng,14000,3,45960,48175,DONE
O-098647,"Tgk. Jaga Siregar, S.Gz",warung-bu-ida,pecel-lele,18000,2,59803,62023,DONE
O-098648,Kiandra Sirait,kantin-pusat,bakso,16000,2,53064,54844,DONE
O-098649,"T. Darmanto Mardhiyah, M.Ak",bakso-pak-yon,pecel-lele,18000,2,65300,66960,DONE
O-098650,Yono Setiawan,bakso-pak-yon,nasi-padang,25000,2,40197,41962,DONE
O-098651,Ina Narpati,kafe-teknik,burger-kampus,21000,3,48478,49848,DONE
O-098652,"drg. Upik Wastuti, M.Pd",kafe-teknik,gado-gado,15000,2,45869,,CANCEL
O-098653,Janet Maryati,warung-bu-ida,air-mineral,4000,1,40992,,ANTRE
O-098654,Jindra Nasyidah,kafe-teknik,gorengan,6000,3,29993,30333,DONE
O-098655,"Vicky Prasetyo, S.Pd",kantin-pusat,kentang-goreng,14000,3,60244,60789,DONE
O-098656,"Puti Rina Prabowo, S.H.",kafe-teknik,sate-ayam,24000,2,61176,62036,DONE
O-098657,Amelia Hardiansyah,kedai-kopi,es-campur,12000,2,64254,66619,DONE
O-098658,Ira Nashiruddin,kafe-teknik,kentang-goreng,14000,2,67127,68232,DONE
O-098659,Daryani Yulianti,kantin-asrama,soto-ayam,14000,3,63299,65214,DONE
O-098660,Farah Pudjiastuti,bakso-pak-yon,ayam-geprek,19000,2,45841,47656,DONE
O-098661,"Victoria Ramadan, S.Kom",warung-bu-ida,ayam-bakar,22000,2,41375,,CANCEL
O-098662,Joko Halim,kafe-teknik,mie-ayam,13000,2,62038,,CANCEL
O-098663,"Nrima Manullang, M.Ak",kantin-asrama,mie-goreng,13000,2,41655,41870,DONE
O-098664,"Hj. Nabila Waskita, S.IP",bakso-pak-yon,es-teh,5000,3,45803,47228,DONE
O-098665,Daryani Pratama,kafe-teknik,mie-goreng,13000,1,70581,70861,DONE
O-098666,Shania Situmorang,kantin-asrama,pecel-lele,18000,2,68857,70342,DONE
O-098667,Praba Laksmiwati,bakso-pak-yon,bubur-ayam,11000,3,61888,63803,DONE
O-098668,Dt. Dwi Uyainah,bakso-pak-yon,mie-ayam,13000,3,69511,71516,DONE
O-098669,Gasti Riyanti,kedai-kopi,nasi-campur,20000,2,42364,43529,DONE
O-098670,"Cut Vivi Suryono, M.Farm",bakso-pak-yon,kentang-goreng,14000,2,67149,69439,DONE
O-098671,"Tina Permata, S.Pd",kantin-pusat,soto-ayam,14000,2,48241,49351,DONE
O-098672,Ratih Waskita,bakso-pak-yon,es-campur,12000,3,41948,44163,DONE
O-098673,Cut Tiara Kuswandari,kedai-kopi,teh-tarik,9000,2,44758,46928,DONE
O-098674,"Salimah Megantara, S.I.Kom",kantin-asrama,juice-alpukat,17000,1,50052,51072,DONE
O-098675,Gasti Utami,kantin-asrama,gorengan,6000,3,70658,71418,DONE
O-098676,drg. Aurora Kuswandari,kafe-teknik,roti-bakar,12000,2,44090,45185,DONE
O-098677,Gandewa Pradipta,warung-bu-ida,soto-ayam,14000,2,41646,43986,DONE
O-098678,Michelle Novitasari,kantin-pusat,pecel-lele,18000,2,57491,58756,DONE
O-098679,Nalar Sihombing,bakso-pak-yon,kentang-goreng,14000,3,74951,,ANTRE
O-098680,"Lala Manullang, M.Pd",kedai-kopi,mie-ayam,13000,3,24513,25208,DONE
O-098681,Olga Kusmawati,kafe-teknik,sate-ayam,24000,2,70062,71057,DONE
O-098682,Cahyadi Winarsih,kafe-teknik,sate-ayam,24000,2,68588,69883,DONE
O-098683,"Dr. Bahuwarna Wastuti, M.Ak",kantin-asrama,ayam-geprek,19000,2,58500,60415,DONE
O-098684,Parman Riyanti,kantin-asrama,gorengan,6000,2,33629,34739,DONE
O-098685,dr. Mustofa Halim,bakso-pak-yon,air-mineral,4000,3,30794,32489,DONE
O-098686,"Ir. Daliman Mardhiyah, M.Kom.",bakso-pak-yon,nasi-campur,20000,2,30344,30624,DONE
O-098687,"Asmianto Hutagalung, M.M.",warung-bu-ida,bakso,16000,2,40302,41072,DONE
O-098688,Soleh Lazuardi,kantin-asrama,es-campur,12000,3,45976,46976,DONE
O-098689,Kasiyah Megantara,kantin-pusat,soto-ayam,14000,2,65786,67211,DONE
O-098690,"Ir. Diana Anggraini, S.Gz",bakso-pak-yon,es-campur,12000,2,46819,48249,DONE
O-098691,Kani Yuniar,warung-bu-ida,sate-ayam,24000,2,44982,45717,DONE
O-098692,Dt. Dwi Uyainah,kantin-asrama,mie-goreng,13000,3,65943,67638,DONE
O-098693,Rika Ramadan,kedai-kopi,soto-ayam,14000,2,60380,62745,DONE
O-098694,Taufan Hartati,kafe-teknik,sate-ayam,24000,3,75328,75533,DONE
O-098695,Wardi Pudjiastuti,bakso-pak-yon,bubur-ayam,11000,3,51006,51306,DONE
O-098696,"Ir. Ina Gunawan, S.H.",kafe-teknik,nasi-campur,20000,2,47697,47972,DONE
O-098697,"Calista Mustofa, S.E.",bakso-pak-yon,ayam-geprek,19000,2,60744,61289,DONE
O-098698,Maida Gunarto,kantin-pusat,mie-ayam,13000,2,68955,69150,DONE
O-098699,"Galur Simanjuntak, S.T.",kantin-asrama,gado-gado,15000,3,70364,,ANTRE
O-098700,"Dr. Rafid Hutapea, S.I.Kom",kedai-kopi,es-campur,12000,3,68139,68784,DONE
O-098701,"T. Surya Wahyudin, M.TI.",kantin-pusat,es-teh,5000,2,65157,66887,DONE
O-098702,Drs. Lulut Maheswara,kedai-kopi,pecel-lele,18000,2,22191,23511,DONE
O-098703,Nadine Narpati,kedai-kopi,pecel-lele,18000,2,32953,35048,DONE
O-098704,Lalita Rajata,warung-bu-ida,juice-alpukat,17000,3,75413,,CANCEL
O-098705,Azalea Rahayu,warung-bu-ida,es-campur,12000,2,43971,44456,DONE
O-098706,"Tgk. Qori Thamrin, M.Pd",warung-bu-ida,bakso,16000,2,76732,78412,DONE
O-098707,Elma Pratiwi,bakso-pak-yon,teh-tarik,9000,2,34169,35409,DONE
O-098708,Malik Santoso,kantin-pusat,soto-ayam,14000,2,54054,55359,DONE
O-098709,Eli Pranowo,kedai-kopi,bubur-ayam,11000,2,46351,46741,DONE
O-098710,Hamima Setiawan,kantin-pusat,mie-goreng,13000,2,31080,32460,DONE
O-098711,Kajen Permadi,kantin-asrama,kentang-goreng,14000,1,45289,45914,DONE
O-098712,Kiandra Halim,kantin-asrama,sate-ayam,24000,2,55947,58042,DONE
O-098713,Septi Yolanda,bakso-pak-yon,mie-ayam,13000,2,22221,24621,DONE
O-098714,"Sakura Sihombing, S.E.I",kantin-pusat,ayam-geprek,19000,2,32312,34252,DONE
O-098715,"Tgk. Titi Tarihoran, S.Gz",bakso-pak-yon,iga-penyet,27000,2,66087,67107,DONE
O-098716,"R. Reksa Agustina, S.Sos",bakso-pak-yon,nasi-padang,25000,2,40924,,ANTRE
O-098717,"R. Unjani Permadi, S.IP",kedai-kopi,juice-alpukat,17000,3,48544,50544,DONE
O-098718,"R. Kayla Wibisono, S.E.",bakso-pak-yon,kentang-goreng,14000,3,46716,48731,DONE
O-098719,Maimunah Sihotang,kantin-asrama,soto-ayam,14000,3,49404,51164,DONE
O-098720,Cut Sadina Ramadan,kedai-kopi,nasi-padang,25000,3,41475,43105,DONE
O-098721,R. Lintang Natsir,kantin-asrama,es-teh,5000,3,39733,,ANTRE
O-098722,Garda Uyainah,bakso-pak-yon,es-campur,12000,3,47089,47814,DONE
O-098723,Lurhur Nasyiah,kantin-asrama,pecel-lele,18000,3,44254,,CANCEL
O-098724,Putri Pangestu,bakso-pak-yon,ayam-geprek,19000,2,66136,,CANCEL
O-098725,Widya Mangunsong,kedai-kopi,ayam-bakar,22000,3,69026,71376,DONE
O-098726,"Jindra Saputra, S.E.",kantin-pusat,nasi-padang,25000,1,49800,50645,DONE
O-098727,Nova Tampubolon,kantin-pusat,roti-bakar,12000,3,67191,68771,DONE
O-098728,"Cahyanto Wibisono, S.E.",kedai-kopi,teh-tarik,9000,2,28368,29283,DONE
O-098729,drg. Aurora Kuswandari,warung-bu-ida,nasi-goreng,15000,2,77825,78555,DONE
O-098730,Sarah Utama,kantin-asrama,teh-tarik,9000,1,22570,23930,DONE
O-098731,"Padma Saragih, S.Farm",kantin-pusat,gado-gado,15000,2,69634,70939,DONE
O-098732,Hendra Rajasa,kantin-asrama,mie-goreng,13000,2,29254,,ANTRE
O-098733,Cawuk Anggraini,kantin-asrama,ayam-bakar,22000,2,51974,53484,DONE
O-098734,Hj. Zulfa Oktaviani,warung-bu-ida,es-campur,12000,2,57381,,CANCEL
O-098735,KH. Alambana Saefullah,kantin-pusat,nasi-padang,25000,2,77982,79112,DONE
O-098736,H. Margana Sirait,kantin-asrama,nasi-goreng,15000,2,43351,43806,DONE
O-098737,"Ir. Aisyah Thamrin, M.Ak",kantin-pusat,air-mineral,4000,1,42119,42849,DONE
O-098738,Bala Namaga,kantin-pusat,bubur-ayam,11000,2,65183,65903,DONE
O-098739,Cayadi Melani,kantin-pusat,ayam-bakar,22000,2,73811,,ANTRE
O-098740,Aris Nuraini,kedai-kopi,pecel-lele,18000,2,75901,78101,DONE
O-098741,Emil Santoso,warung-bu-ida,gado-gado,15000,2,56919,58709,DONE
O-098742,Hairyanto Simanjuntak,kafe-teknik,nasi-goreng,15000,3,47398,47623,DONE
O-098743,"Naradi Utama, S.Gz",kafe-teknik,nasi-campur,20000,2,66967,68597,DONE
O-098744,Galuh Lazuardi,kafe-teknik,gorengan,6000,2,62274,64394,DONE
O-098745,R. Chelsea Suwarno,kantin-pusat,nasi-campur,20000,3,72292,73942,DONE
O-098746,Rachel Kusumo,kantin-asrama,nasi-padang,25000,2,64033,66343,DONE
O-098747,"Nyoman Widodo, S.H.",kedai-kopi,sate-ayam,24000,2,56075,57335,DONE
O-098748,Jagapati Wahyuni,kantin-asrama,gorengan,6000,1,72336,74521,DONE
O-098749,Lintang Sihombing,warung-bu-ida,gado-gado,15000,2,65894,66244,DONE
O-098750,"Sakura Sihombing, S.E.I",kedai-kopi,pecel-lele,18000,2,57656,57871,DONE
O-098751,"Ir. Candrakanta Uyainah, S.E.",bakso-pak-yon,gorengan,6000,2,54125,55690,DONE
O-098752,Hilda Setiawan,kantin-pusat,kentang-goreng,14000,2,75731,76411,DONE
O-098753,Slamet Oktaviani,kedai-kopi,kopi-susu,18000,3,32521,,ANTRE
O-098754,Ami Pangestu,bakso-pak-yon,gorengan,6000,3,26667,27097,DONE
O-098755,"Kunthara Nuraini, S.Farm",kantin-pusat,nasi-goreng,15000,2,45498,47063,DONE
O-098756,"Tina Tarihoran, M.Pd",bakso-pak-yon,mie-goreng,13000,2,49029,50899,DONE
O-098757,Hj. Zaenab Mustofa,kantin-asrama,bakso,16000,3,73828,75583,DONE
O-098758,Chelsea Padmasari,kafe-teknik,gado-gado,15000,2,49256,50811,DONE
O-098759,Amalia Budiman,kafe-teknik,soto-ayam,14000,2,77966,80346,DONE
O-098760,Sabrina Habibi,kafe-teknik,ayam-geprek,19000,2,50015,51770,DONE
O-098761,"Dt. Wasis Rajasa, S.Farm",warung-bu-ida,gado-gado,15000,2,22209,23449,DONE
O-098762,Yono Dongoran,kantin-pusat,gado-gado,15000,2,46539,47189,DONE
O-098763,Tami Waskita,kantin-asrama,gado-gado,15000,2,62894,63339,DONE
O-098764,Ghani Sinaga,bakso-pak-yon,ayam-geprek,19000,3,33934,35369,DONE
O-098765,Bambang Waluyo,kafe-teknik,juice-alpukat,17000,3,52403,54453,DONE
O-098766,"Bahuwirya Hariyah, M.M.",kantin-pusat,bakso,16000,2,55418,57188,DONE
O-098767,"Ir. Aisyah Thamrin, M.Ak",kantin-pusat,nasi-padang,25000,2,74087,,ANTRE
O-098768,"Farhunnisa Halim, S.Farm",warung-bu-ida,nasi-padang,25000,2,58890,60895,DONE
O-098769,Johan Wulandari,kedai-kopi,air-mineral,4000,2,27713,28208,DONE
O-098770,"Drs. Rangga Wastuti, M.M.",kedai-kopi,bakso,16000,2,58168,59043,DONE
O-098771,"Maria Namaga, S.Farm",kantin-asrama,sate-ayam,24000,3,27272,27657,DONE
O-098772,"Uchita Padmasari, M.M.",kantin-pusat,es-teh,5000,3,62280,64640,DONE
O-098773,Dr. Sari Permadi,bakso-pak-yon,sate-ayam,24000,3,58717,60967,DONE
O-098774,Opung Yulianti,bakso-pak-yon,sate-ayam,24000,2,46361,47026,DONE
O-098775,"Nurul Yuliarti, S.E.",bakso-pak-yon,nasi-campur,20000,2,64318,66538,DONE
O-098776,Victoria Dongoran,kantin-pusat,burger-kampus,21000,2,52730,55000,DONE
O-098777,Ulya Pratiwi,kantin-asrama,mie-goreng,13000,2,30582,32952,DONE
O-098778,"Liman Haryanti, S.IP",kafe-teknik,bubur-ayam,11000,2,22191,24116,DONE
O-098779,"Ir. Puput Hasanah, S.IP",kafe-teknik,mie-goreng,13000,3,48239,50624,DONE
O-098780,"Irma Manullang, S.Farm",warung-bu-ida,air-mineral,4000,2,43218,44493,DONE
